2016 Federal Election Polling Places [Event:20499 Phase:FinalResults Generated:2017-05-11T17:36:58 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192],,,,,,,,,,,,,,
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
VIC,211,Flinders,30202,5,Divisional Office (PREPOLL),Divisional Office,3-82 High Street,,,HASTINGS,VIC,3915,-38.3074458,145.1897442
VIC,211,Flinders,3629,1,Dromana,Dromana Primary School,McCulloch St,,,DROMANA,VIC,3936,-38.3409,144.96
VIC,211,Flinders,31295,1,Dromana Beach,Dromana Community Hall,359 Point Nepean Rd,,,DROMANA,VIC,3936,-38.3363,144.958
VIC,211,Flinders,69887,1,Dromana North,Dromana Senior Citizens Club,43 Pier St,,,DROMANA,VIC,3936,-38.3349723,144.9673425
VIC,211,Flinders,66007,5,Dromana PPVC,"Shop 14, 143 Point Nepean Road",13/143 Point Nepean Rd,,,DROMANA,VIC,3936,-38.33138,144.96808
VIC,211,Flinders,3631,1,Flinders,Flinders Civic Hall,54-56 Cook St,,,FLINDERS,VIC,3929,-38.4735,145.016
VIC,211,Flinders,3634,1,Grantville,Grantville Hall,Bass Hwy,,,GRANTVILLE,VIC,3984,-38.4061,145.532
VIC,211,Flinders,3635,1,Hastings,Hastings Community Hall,3 High St,,,HASTINGS,VIC,3915,-38.3079,145.194
VIC,211,Flinders,31697,5,Hastings PPVC,112 High St,112 High St,,,HASTINGS,VIC,3915,-38.307697,145.188123
VIC,211,Flinders,32326,1,Kernot,Kernot Community Centre,1060 Kernot-Loch Rd,,,KERNOT,VIC,3979,-38.4324,145.596
VIC,211,Flinders,3636,1,Kilcunda,Kilcunda Community Hall,3513 Bass Hwy,,,KILCUNDA,VIC,3995,-38.54867,145.47513
VIC,211,Flinders,3637,1,Kooweerup,Koo Wee Rup Community Centre,247 Rossiter Rd,,,KOO WEE RUP,VIC,3981,-38.2004,145.488
VIC,211,Flinders,3639,1,Lang Lang,Lang Lang Primary School,52 Westernport Rd,,,LANG LANG,VIC,3984,-38.2632,145.57
VIC,211,Flinders,3644,1,Merricks North,Fenton Community Hall,181 Bittern-Dromana Rd,,,MERRICKS NORTH,VIC,3926,-38.3538,145.075
VIC,211,Flinders,3645,1,Moorooduc,Moorooduc Primary School,Cnr Derril & Mornington-Tyabb Rds,,,MOOROODUC,VIC,3933,-38.2483,145.106
VIC,211,Flinders,36416,1,Mornington East (Flinders),Benton Junior College,261 Racecourse Rd,,,MORNINGTON,VIC,3931,-38.2463,145.061
VIC,211,Flinders,3646,1,Mt Martha,Mount Martha Primary School,45 Glenisla Dr,,,MOUNT MARTHA,VIC,3934,-38.2754,145.013
VIC,211,Flinders,11520,1,Mt Martha North (Flinders),Osborne Primary School,120 Craigie Rd,,,MOUNT MARTHA,VIC,3934,-38.25755,145.04055
VIC,211,Flinders,3647,1,Newhaven,Newhaven Hall,cnr Fowler Gr & Cleeland St,,,NEWHAVEN,VIC,3925,-38.5133,145.358
VIC,211,Flinders,3649,1,Pearcedale,Pearcedale Primary School,Baxter-Tooradin Rd,,,PEARCEDALE,VIC,3912,-38.2032,145.231
VIC,211,Flinders,3652,1,Portsea,Point Nepean National Park Theatrette,Point Nepean Rd,,,PORTSEA,VIC,3944,-38.3186,144.704
VIC,211,Flinders,3653,1,Red Hill,Red Hill Consolidated School,Mornington-Flinders Rd,,,RED HILL,VIC,3937,-38.367,144.996
VIC,211,Flinders,3654,1,Rhyll,Rhyll Mechanics Institute,Lock Rd,,,RHYLL,VIC,3923,-38.463,145.306
VIC,211,Flinders,3656,1,Rosebud East,Rosebud Memorial Hall,994 Point Nepean Rd,,,ROSEBUD,VIC,3939,-38.3563,144.9
VIC,211,Flinders,11517,1,Rosebud South,Bayview Church,1 Inglewood Cres,,,ROSEBUD,VIC,3939,-38.374013,144.907523
VIC,211,Flinders,3657,1,Rosebud West,Rosebud Secondary College,245 Eastbourne Rd,,,ROSEBUD,VIC,3939,-38.3677,144.89
VIC,211,Flinders,3658,1,Rye,Rye Civic Hall/Citizens Hall,12 Napier St,,,RYE,VIC,3941,-38.3716,144.822
VIC,211,Flinders,31518,5,Rye PPVC,Rye Senior Citizens Centre,Cnr Napier & Nelson Sts,,,RYE,VIC,3941,-38.3713968,144.8221099
VIC,211,Flinders,31465,1,St Andrews Beach,St Andrews Beach Recreational Hall,99 Bass Meadows Blvd,,,ST ANDREWS BEACH,VIC,3941,-38.4218,144.838
VIC,211,Flinders,3660,1,San Remo,San Remo Recreation Centre,Wynne Rd Extension,,,SAN REMO,VIC,3925,-38.5241,145.37
VIC,211,Flinders,3661,1,Shoreham,Shoreham Community Hall,67 Byrnes Rd,,,SHOREHAM,VIC,3916,-38.4275,145.045
VIC,211,Flinders,3662,1,Somers,Somers Primary School,87 Camp Hill Rd,,,SOMERS,VIC,3927,-38.3922,145.165
VIC,211,Flinders,31059,1,Somerville East,Somerville Primary School,Eramosa Rd East,,,SOMERVILLE,VIC,3912,-38.2243,145.179
VIC,211,Flinders,3663,1,Somerville West,Somerville Rise Primary School,Blacks Camp Rd,,,SOMERVILLE,VIC,3912,-38.2297,145.169
VIC,211,Flinders,3664,1,Sorrento,Sorrento Community Centre,860 Melbourne Rd,PO Box 169,,SORRENTO,VIC,3943,-38.3389,144.736
VIC,211,Flinders,31522,2,Special Hospital Team 1,Multiple sites,,,,,VIC,,,
VIC,211,Flinders,31523,2,Special Hospital Team 2,Multiple sites,,,,,VIC,,,
VIC,211,Flinders,3665,1,Tooradin,Tooradin Primary School,Bayview Rd,,,TOORADIN,VIC,3980,-38.2076,145.38
VIC,211,Flinders,3666,1,Tootgarook,Tootgarook Primary School,Carmichael St,,,TOOTGAROOK,VIC,3941,-38.3697,144.857
VIC,211,Flinders,3667,1,Tyabb,Tyabb Community Hall,1535 Frankston-Flinders Rd,,,TYABB,VIC,3913,-38.261009,145.190033
VIC,212,Gellibrand,3346,1,Albion,Albion Primary School,Adelaide St,,,ALBION,VIC,3020,-37.7782,144.82
VIC,212,Gellibrand,4236,1,Altona,Altona Primary School,109 Blyth St,,,ALTONA,VIC,3018,-37.8677,144.823
VIC,212,Gellibrand,8893,1,Altona Bay (Gellibrand),Altona Meadows - Laverton Uniting Church,61 Central Ave,,,ALTONA MEADOWS,VIC,3028,-37.870947,144.771351
VIC,212,Gellibrand,3676,1,Altona East,Newport Gardens Primary School,41 Maddox Rd,,,NEWPORT,VIC,3018,-37.84892,144.868326
VIC,212,Gellibrand,3677,1,Altona Gate,Walker Close Community Centre,180 Millers Rd,,,ALTONA NORTH,VIC,3025,-37.832647,144.848013
VIC,212,Gellibrand,58455,1,Altona Green,Altona Green Primary School,240 Victoria St,,,ALTONA MEADOWS,VIC,3028,-37.8853,144.786
VIC,212,Gellibrand,63601,1,Altona Meadows (Gellibrand),Altona Meadows Primary School,78 Alma Ave,,,ALTONA MEADOWS,VIC,3028,-37.8685,144.78
VIC,212,Gellibrand,3678,1,Altona North,Bayside P-12 College (Altona North Campus),1 McArthurs Rd,,,ALTONA NORTH,VIC,3025,-37.8363,144.846
VIC,212,Gellibrand,4238,1,Altona West,Altona College,103A Grieve Pde,,,ALTONA,VIC,3018,-37.8628,144.817
VIC,212,Gellibrand,4240,1,Ardeer South,Ardeer South Primary School,59 to 75 Murray St,,,SUNSHINE WEST,VIC,3020,-37.788,144.798
VIC,212,Gellibrand,65439,5,BLV Gellibrand PPVC,BLV Gellibrand,"Level 1, 6-12 South Road",,,BRAYBROOK,VIC,3019,-37.7924264,144.8611584
VIC,212,Gellibrand,30203,5,Divisional Office (PREPOLL),Divisional Office,Level 1,6-12 South Rd,,BRAYBROOK,VIC,3019,-37.7923291,144.8611468
VIC,212,Gellibrand,3680,1,Footscray,Gilmore College for Girls,298 Barkly Street,,,FOOTSCRAY,VIC,3011,-37.798,144.895
VIC,212,Gellibrand,3681,1,Footscray Central,Macedonian Church Hall,83 Victoria Street,,,SEDDON,VIC,3011,-37.8048,144.892
VIC,212,Gellibrand,33261,1,Footscray North,YMCA West Footscray,cnr Market & Essex Sts,,,WEST FOOTSCRAY,VIC,3012,-37.7951,144.88
VIC,212,Gellibrand,58762,5,Footscray PPVC,21 Victoria St,,,,FOOTSCRAY,VIC,3011,-37.8006023,144.893069
VIC,212,Gellibrand,3685,1,Footscray South,Footscray City Primary School,10 Hyde St,,,FOOTSCRAY,VIC,3011,-37.8063,144.9
VIC,212,Gellibrand,3686,1,Footscray West,West Footscray Primary School,15 Argyle St,,,WEST FOOTSCRAY,VIC,3012,-37.7948,144.876
VIC,212,Gellibrand,32904,1,Glengala,Sunshine Heights Primary School,1-19 Mailey St,,,SUNSHINE WEST,VIC,3020,-37.7925,144.817
VIC,212,Gellibrand,3354,1,Glengala South,Glengala Primary School,Kermeen St,,,SUNSHINE WEST,VIC,3020,-37.7988,144.814
VIC,212,Gellibrand,64709,5,Hoppers Crossing GELLIBRAND PPVC,Hoppers Crossing Uniting Church,235 Derrimut Rd,,,HOPPERS CROSSING,VIC,3029,-37.8732044,144.6831167
VIC,212,Gellibrand,3687,1,Kingsville,Kingsville Primary School,58 Bishop St,,,YARRAVILLE,VIC,3013,-37.8126,144.874
VIC,212,Gellibrand,3690,1,Maidstone (Gellibrand),Footscray North Primary School,cnr Rosamond Rd & Mephan St,,,FOOTSCRAY,VIC,3011,-37.7869,144.885
VIC,212,Gellibrand,31984,1,Melbourne (Gellibrand),Melbourne City Town Hall,90-130 Swanston St,,,MELBOURNE,VIC,3000,-37.8148203,144.9667679
VIC,212,Gellibrand,3693,1,Newport,Newport Lakes Primary School,40 Elizabeth St,,,NEWPORT,VIC,3015,-37.8384,144.878
VIC,212,Gellibrand,3694,1,Newport East,Home Rd Kindergarten,44 Home Rd,,,NEWPORT,VIC,3015,-37.8412,144.888
VIC,212,Gellibrand,3695,1,Newport West,Bayside P-12 College (Paisley Campus),41 Blenheim Rd,,,NEWPORT,VIC,3015,-37.8435,144.863
VIC,212,Gellibrand,63602,1,Seabrook (Gellibrand),Seabrook Primary School,85-103 Point Cook Rd,,,SEABROOK,VIC,3028,-37.8786,144.758
VIC,212,Gellibrand,4256,1,Seaholme,Seaholme Primary School,Civic pde,,,ALTONA,VIC,3018,-37.8652,144.839
VIC,212,Gellibrand,3696,1,Seddon,Uniting Church Hall (Seddon),71 Gamon St,,,SEDDON,VIC,3011,-37.8094,144.89
VIC,212,Gellibrand,3698,1,South Kingsville,South Kingsville Community Centre,43 Paxton St,,,SOUTH KINGSVILLE,VIC,3015,-37.8292,144.87
VIC,212,Gellibrand,31958,2,Special Hospital Team 1,Multiple sites,,,,,VIC,,,
VIC,212,Gellibrand,65241,2,Special Hospital Team 2,Multiple sites,,,,,VIC,,,
VIC,212,Gellibrand,3697,1,Spotswood,Spotswood Primary School,600 Melbourne Rd,,,SPOTSWOOD,VIC,3015,-37.830308,144.8815175
VIC,212,Gellibrand,3699,1,Sunshine,Sunshine Primary School,cnr Hampshire & Derby Rds,,,SUNSHINE,VIC,3020,-37.791,144.831
VIC,212,Gellibrand,63605,5,Sunshine GELLIBRAND PPVC,Sunshine Plaza,328 Hampshire Rd,,,SUNSHINE,VIC,3020,-37.7823337,144.8339702
VIC,212,Gellibrand,3350,1,Sunvale (Gellibrand),Sunshine Harvester Primary School,132 Hertford Rd,,,SUNSHINE,VIC,3020,-37.78309,144.84533
VIC,212,Gellibrand,63600,1,Tottenham North (Gellibrand),Dinjerra Primary School,44 South Rd,,,BRAYBROOK,VIC,3019,-37.7918459,144.8566461
VIC,212,Gellibrand,3702,1,Williamstown,Williamstown High School,76 Pasco Street,,,WILLIAMSTOWN,VIC,3016,-37.862636,144.894576
VIC,212,Gellibrand,3703,1,Williamstown North,Williamstown North Primary School,133 Melbourne Rd,,,WILLIAMSTOWN,VIC,3015,-37.856,144.892
VIC,212,Gellibrand,3704,1,Williamstown South,Williamstown Primary School,115 Cecil St,,,WILLIAMSTOWN,VIC,3015,-37.8644,144.901
VIC,212,Gellibrand,3705,1,Williamstown West,Bayside P-12 College (Williamstown Campus),35 Kororoit Creek Rd,,,WILLIAMSTOWN,VIC,3015,-37.8578,144.886
VIC,212,Gellibrand,3706,1,Yarraville,Yarraville Senior Citizens,48 Fehon St,,,YARRAVILLE,VIC,3013,-37.8174,144.887
VIC,212,Gellibrand,3707,1,Yarraville Central,Yarraville West Primary School,Powell St,,,YARRAVILLE,VIC,3013,-37.8146,144.885
VIC,212,Gellibrand,3688,1,Yarraville South,Wembley Primary School,32 St Leonards Ave,,,YARRAVILLE,VIC,3013,-37.8208,144.874
VIC,213,Gippsland,3713,1,Alberton,Alberton Primary School,21 Thomson St,,,ALBERTON,VIC,3971,-38.6175,146.667
VIC,213,Gippsland,3718,1,Bairnsdale,Bairnsdale Primary School,324 Main St,,,BAIRNSDALE,VIC,3875,-37.8272,147.624
VIC,213,Gippsland,32100,5,Bairnsdale PPVC,205 Main St,205 Main St,,,BAIRNSDALE,VIC,3875,-37.8245772,147.6317185
VIC,213,Gippsland,3720,1,Bairnsdale West,Bairnsdale West Primary School,60 Wallace St,,,BAIRNSDALE,VIC,3875,-37.82466,147.60605
VIC,213,Gippsland,65459,5,BLV Gippsland PPVC,Gippsland,79-91 Raymond St,,,SALE,VIC,3850,-38.111084,147.065381
VIC,213,Gippsland,3727,1,Boisdale,Boisdale Public Hall,32 Boisdale-Newry Road,,,BOISDALE,VIC,3860,-37.8837,146.989
VIC,213,Gippsland,3729,1,Boolarra,Boolarra Memorial Hall,Christian St,,,BOOLARRA,VIC,3870,-38.37868,146.27468
VIC,213,Gippsland,3731,1,Briagolong,Briagolong Mechanics Institute,2 Avon St,,,BRIAGOLONG,VIC,3860,-37.8433,147.068
VIC,213,Gippsland,3732,1,Bruthen,Bruthen Mechanics Institute,49 Main St,,,BRUTHEN,VIC,3885,-37.7073683,147.8320662
VIC,213,Gippsland,3733,1,Buchan,Buchan Primary School,4 Dalley Street,,,BUCHAN,VIC,3885,-37.4965,148.177
VIC,213,Gippsland,3738,1,Cann River,Cann River Public Hall,20 Tamboon Rd,,,CANN RIVER,VIC,3890,-37.5698333,149.152778
VIC,213,Gippsland,4387,1,Churchill,Churchill Primary School,1-15 Coleman Pde,,,CHURCHILL,VIC,3842,-38.311089,146.415558
VIC,213,Gippsland,64689,1,Churchill North,Churchill North Primary School,32 Coolabah Drive,,,CHURCHILL,VIC,3842,-38.304138,146.41629
VIC,213,Gippsland,3743,1,Cobains,Cobains Primary School,3 Crofts Rd,,,COBAINS,VIC,3851,-38.076,147.131
VIC,213,Gippsland,3744,1,Cowwarr,Cowwarr Primary School,5 Church St,,,COWWARR,VIC,3857,-38.0116,146.7
VIC,213,Gippsland,3748,1,Devon North,Devon North Public Hall,599 Tarra Valley Rd,,,DEVON NORTH,VIC,3971,-38.51984,146.65795
VIC,213,Gippsland,30204,5,Divisional Office (PREPOLL),Divisional Office,G Flr 89 Raymond St,,,SALE,VIC,3850,-38.1112063,147.065806
VIC,213,Gippsland,3753,1,Eagle Point,Eagle Point Primary School,45 School Rd,,,EAGLE POINT,VIC,3878,-37.892185,147.679591
VIC,213,Gippsland,3844,1,Eastwood,Alfred Howitt Community Hall,35 Howitt Ave,,,EASTWOOD,VIC,3875,-37.8122947,147.6303382
VIC,213,Gippsland,3741,1,Ellaswood,Wy Yung Community Hall,248 Wy Yung-Calulu Rd,,,ELLASWOOD,VIC,3875,-37.80821,147.62056
VIC,213,Gippsland,3763,1,Glengarry,Glengarry Primary School,41 Cairnbrook Rd,,,GLENGARRY,VIC,3854,-38.12764,146.57135
VIC,213,Gippsland,3765,1,Glenmaggie,Glenmaggie Mechanics Institute Hall,21 Glenfalloch Rd,,,GLENMAGGIE,VIC,3858,-37.8949,146.75092
VIC,213,Gippsland,3766,1,Golden Beach,Golden-Paradise Beach Community Hall,1 Surf Edge Dr,,,GOLDEN BEACH,VIC,3851,-38.21094,147.3983
VIC,213,Gippsland,3767,1,Gormandale,Gormandale Mechanics Institute,45 Main Rd,,,GORMANDALE,VIC,3873,-38.29466,146.70176
VIC,213,Gippsland,4396,1,Hazelwood North,Hazelwood North Primary School,121 Church Rd,,,HAZELWOOD NORTH,VIC,3840,-38.2683,146.448
VIC,213,Gippsland,3770,1,Heyfield,War Memorial Hall,42 MacFarlane St,,,HEYFIELD,VIC,3858,-37.98489,146.784515
VIC,213,Gippsland,31662,1,Johnsonville,Johnsonville Public Hall,1754 Princes Hwy,,,JOHNSONVILLE,VIC,3902,-37.82032,147.83037
VIC,213,Gippsland,3778,1,Lakes Entrance,Lakes Entrance Mechanics Institute,18 Mechanics St,,,LAKES ENTRANCE,VIC,3909,-37.8785536,147.9865037
VIC,213,Gippsland,46541,1,Lakes Entrance East,St Mary MacKillop Centre,40 Golf Links Rd,,,LAKES ENTRANCE,VIC,3909,-37.8707025,148.011701
VIC,213,Gippsland,3781,1,Lindenow,Lindenow Kindergarten,152 Main Rd,,,LINDENOW,VIC,3865,-37.8001,147.459
VIC,213,Gippsland,3783,1,Loch Sport,Loch Sport Community Hall,222-236 National Park Rd,,,LOCH SPORT,VIC,3851,-38.03409,147.60075
VIC,213,Gippsland,3784,1,Longford,Longford Primary School,6380 South Gippsland Hwy,,,LONGFORD,VIC,3851,-38.1712,147.088
VIC,213,Gippsland,3786,1,Maffra,Maffra Memorial Hall,11-15 Foster St,,,MAFFRA,VIC,3860,-37.96764,146.9785
VIC,213,Gippsland,3787,1,Mallacoota,Miva Miva Health Centre,1 Maurice Ave,,,MALLACOOTA,VIC,3892,-37.55915,149.75038
VIC,213,Gippsland,3789,1,Marlo,Marlo Primary School,12 Jorgensen St,,,MARLO,VIC,3888,-37.7968,148.534
VIC,213,Gippsland,3792,1,Metung,St Johns Anglican Church,39 Stirling Dr,,,METUNG,VIC,3904,-37.8896,147.852
VIC,213,Gippsland,4408,1,Morwell,Morwell Elderly Citizens Centre,2-4 Maryvale Cres,,,MORWELL,VIC,3840,-38.23875,146.3883
VIC,213,Gippsland,4410,1,Morwell Estate,Morwell Kurnai College,44 Bridle Road,,,MORWELL,VIC,3840,-38.2287,146.433
VIC,213,Gippsland,65862,5,Morwell GIPPSLAND PPVC,99 Buckley St,99 Buckley St,,,MORWELL,VIC,3840,-38.238317,146.398226
VIC,213,Gippsland,3799,1,Nambrok-Denison,Nambrok-Denison Primary School,947 Sale-Cowwarr Rd,,,NAMBROK,VIC,3847,-38.053706,146.874393
VIC,213,Gippsland,57719,1,Newlands Arm,Newlands Arm Community Centre,25 Meridian Way,,,NEWLANDS ARM,VIC,3875,-37.92758,147.69283
VIC,213,Gippsland,3802,1,Newmerella,Newmerella Primary School,2 McLaughlins Rd,,,NEWMERELLA,VIC,3886,-37.7365,148.433
VIC,213,Gippsland,3804,1,Nicholson,Nicholson Primary School,1010 Princes Hwy,,,NICHOLSON,VIC,3882,-37.8156,147.744
VIC,213,Gippsland,3805,1,Nowa Nowa,Community Health Centre,6 Bridge St,,,NOWA NOWA,VIC,3887,-37.731,148.093
VIC,213,Gippsland,3806,1,Nungurner,Nungurner Primary School,455 Nungurner Rd,,,NUNGURNER,VIC,3909,-37.8658,147.88871
VIC,213,Gippsland,3807,1,Omeo,Soldiers Memorial Hall,179 Day Street,,,OMEO,VIC,3898,-37.1008,147.59146
VIC,213,Gippsland,3808,1,Orbost,St James Anglican Hall,28 Browning St,,,ORBOST,VIC,3888,-37.7081,148.45647
VIC,213,Gippsland,3810,1,Paynesville,Paynesville Primary School,31 Ashley St,,,PAYNESVILLE,VIC,3880,-37.91191,147.71522
VIC,213,Gippsland,3811,1,Port Albert,Port Albert Mechanics Institute,20 Victoria St,,,PORT ALBERT,VIC,3971,-38.6724629,146.6923844
VIC,213,Gippsland,3815,1,Rosedale,Rosedale Public Hall,37 Prince St,,,ROSEDALE,VIC,3847,-38.1516,146.787
VIC,213,Gippsland,3817,1,Sale,Sale Memorial Hall,82 MacAlister St,,,SALE,VIC,3850,-38.1094263,147.0672346
VIC,213,Gippsland,3818,1,Sale East,Araluen Primary School,99 Patten St,,,SALE,VIC,3850,-38.10733,147.089
VIC,213,Gippsland,3819,1,Sale North,Sale College Guthridge Campus,279 Guthridge Pde,,,SALE,VIC,3850,-38.09669,147.08246
VIC,213,Gippsland,38292,5,Sale PPVC,297-303 Raymond St,301 Raymond St,,,SALE,VIC,3850,-38.111084,147.065381
VIC,213,Gippsland,3820,1,Seaspray,Seaspray Public Hall,Futcher St,,,SEASPRAY,VIC,3851,-38.3747,147.19
VIC,213,Gippsland,32022,2,Special Hospital Team 1,Multiple sites,,,,,VIC,,,
VIC,213,Gippsland,32023,2,Special Hospital Team 2,Multiple sites,,,,,VIC,,,
VIC,213,Gippsland,32025,2,Special Hospital Team 3,Multiple sites,,,,,VIC,,,
VIC,213,Gippsland,3824,1,Stratford,Stratford Primary School,12 Wellsford St,,,STRATFORD,VIC,3862,-37.968121,147.085175
VIC,213,Gippsland,3827,1,Swifts Creek,Swifts Creek Hall,6869 Great Alpine Rd,,,SWIFTS CREEK,VIC,3896,-37.2641,147.721
VIC,213,Gippsland,3834,1,Toongabbie,Toongabbie Primary School,Victoria St,,,TOONGABBIE,VIC,3856,-38.05682,146.62472
VIC,213,Gippsland,3836,1,Toorloo Arm,Toorloo Arm Primary School,315 Lake Tyers Beach Rd,,,LAKE TYERS BEACH,VIC,3909,-37.8524375,148.0507525
VIC,213,Gippsland,4428,1,Traralgon,Grey St Primary School,30 Grey St,,,TRARALGON,VIC,3844,-38.193,146.538
VIC,213,Gippsland,4429,1,Traralgon East,Liddiard Rd Primary School,148 Liddiard Rd,,,TRARALGON,VIC,3844,-38.2014,146.552
VIC,213,Gippsland,4389,1,Traralgon North,Traralgon College,154 Grey St,,,TRARALGON,VIC,3844,-38.1909,146.516
VIC,213,Gippsland,32107,5,Traralgon PPVC,88a Seymour St,88 Seymour St,,,TRARALGON,VIC,3844,-38.2035574,146.5646856
VIC,213,Gippsland,4430,1,Traralgon South,Traralgon South Community Hall,3 Keith Morgan Dr,,,TRARALGON SOUTH,VIC,3844,-38.297,146.54
VIC,213,Gippsland,4432,1,Tyers,Tyers Primary School,5 Mount Hope Rd,,,TYERS,VIC,3844,-38.14909,146.478
VIC,213,Gippsland,3839,1,Won Wron,Won Wron Public Hall,4735 Hyland Hwy,,,WON WRON,VIC,3971,-38.4729,146.718
VIC,213,Gippsland,3840,1,Woodside,Woodside Primary School,41 Prince St,,,WOODSIDE,VIC,3874,-38.5282,146.876
VIC,213,Gippsland,3846,1,Yarram,Yarram Mechanics Institute,80 Commercial Road,,,YARRAM,VIC,3971,-38.5551,146.678
VIC,213,Gippsland,3847,1,Yinnar,Yinnar & District Memorial Hall,14 Main St,,,YINNAR,VIC,3869,-38.320282,146.330296
VIC,214,Goldstein,4133,1,Beaumaris,Beaumaris Anglican Church - St Michael and All Angels,28 Dalgetty Rd,,,BEAUMARIS,VIC,3193,-37.9910669,145.0368032
VIC,214,Goldstein,31765,1,Beaumaris East (Goldstein),Mentone Girls Secondary College,Cnr Balcombe Rd & Charman Rd,,,MENTONE,VIC,3194,-37.9803,145.054
VIC,214,Goldstein,4136,1,Beaumaris North,Beaumaris North Primary School,McDonald Street,,,BEAUMARIS,VIC,3193,-37.9744,145.037
VIC,214,Goldstein,3852,1,Bentleigh,Our Lady of Sacred Heart College,cnr Jasper & Patterson Rds,,,BENTLEIGH,VIC,3204,-37.9253,145.04
VIC,214,Goldstein,31762,1,Bentleigh Central (Goldstein),St John's Church Hall,Cnr Centre & Tucker Roads,,,BENTLEIGH EAST,VIC,3165,-37.9207,145.052
VIC,214,Goldstein,3853,1,Bentleigh West,Bentleigh West Primary School,23 Brewer Rd,,,BENTLEIGH,VIC,3204,-37.9205,145.026
VIC,214,Goldstein,4138,1,Black Rock,Black Rock Primary School,Arkaringa Crescent,,,BLACK ROCK,VIC,3193,-37.9699,145.022
VIC,214,Goldstein,4139,1,Black Rock South,Black Rock Uniting Church Hall,cnr Balcombe Rd and Central Ave,,,BLACK ROCK,VIC,3193,-37.9762,145.022
VIC,214,Goldstein,65443,5,BLV Goldstein PPVC,Goldstein Divisional Office,24 Bay Road,,,SANDRINGHAM,VIC,3191,-37.9519115,145.0047172
VIC,214,Goldstein,3854,1,Brighton,Brighton Primary School,Wilson St,,,BRIGHTON,VIC,3186,-37.9123,145.001
VIC,214,Goldstein,3855,1,Brighton Beach,Brighton Beach Primary School,Windermere Crescent,,,BRIGHTON,VIC,3186,-37.921967,144.995129
VIC,214,Goldstein,3857,1,Brighton High,Brighton Secondary College,120 Marriage Rd,,,BRIGHTON EAST,VIC,3187,-37.9201,145.02
VIC,214,Goldstein,3860,1,Caulfield South,4th Caulfield Scout Hall,Birch St,,,CAULFIELD SOUTH,VIC,3162,-37.8925,145.022
VIC,214,Goldstein,4145,1,Cheltenham (Goldstein),Cheltenham Primary School,Charman Rd,,,CHELTENHAM,VIC,3192,-37.9688746,145.0546138
VIC,214,Goldstein,65706,5,Cheltenham GOLDSTEIN PPVC,Presbyterian Church Hall,8 Park Rd,,,CHELTENHAM,VIC,3192,-37.96556,145.05476
VIC,214,Goldstein,3862,1,Dendy,Scout Hall 9th Brighton,210 Dendy St,,,BRIGHTON EAST,VIC,3186,-37.9218,145.015
VIC,214,Goldstein,30205,5,Divisional Office (PREPOLL),Divisional Office,24 Bay Rd,,,SANDRINGHAM,VIC,3191,-37.952122,145.004708
VIC,214,Goldstein,63669,1,Elsternwick (Goldstein),Uniting Church Hall Elsternwick,567 Glen Huntly Rd,,,ELSTERNWICK,VIC,3185,-37.8852,145.012
VIC,214,Goldstein,3859,1,Elsternwick Central,Caulfield South Community House,cnr Kooyong Rd & Jupiter St,,,CAULFIELD SOUTH,VIC,3162,-37.8945,145.014
VIC,214,Goldstein,3864,1,Elsternwick North (Goldstein),Caulfield Primary School,724 Glen Huntly Rd,,,CAULFIELD SOUTH,VIC,3162,-37.8876,145.02
VIC,214,Goldstein,3865,1,Elsternwick South,Elsternwick Primary School,44 Murphy St,,,BRIGHTON,VIC,3186,-37.8913,144.998
VIC,214,Goldstein,3866,1,Gardenvale,St Stephen's Church Hall,Cnr North Rd & Cochrane St,,,BRIGHTON,VIC,3186,-37.8986,144.999
VIC,214,Goldstein,3896,1,Glenhuntly,Caulfield South Primary School,Bundeera Rd,,,CAULFIELD SOUTH,VIC,3162,-37.8954,145.031
VIC,214,Goldstein,3897,1,Glenhuntly East (Goldstein),Glenhuntly Primary School,cnr Grange Rd & Garden Ave,,,CARNEGIE,VIC,3163,-37.893384,145.046075
VIC,214,Goldstein,3867,1,Hampton,Hampton Primary School,528 Hampton St,,,HAMPTON,VIC,3188,-37.9335,145.003
VIC,214,Goldstein,3868,1,Hampton Central,Hampton Uniting Church Hall,Cnr Service & Deakin Streets,,,HAMPTON,VIC,3188,-37.9396,145.005
VIC,214,Goldstein,3877,1,Hampton East,Berendale School,cnr Seafoam & Berend Sts,,,HAMPTON EAST,VIC,3188,-37.9394,145.032
VIC,214,Goldstein,3869,1,Highett,Highett Neighbourhood Community House,2 Livingston Street,,,HIGHETT,VIC,3190,-37.94762,145.03827
VIC,214,Goldstein,3872,1,Highett West,Sandringham Secondary College (Sandringham 7-10 Campus),356 Bluff Rd,,,HIGHETT,VIC,3190,-37.9509,145.021
VIC,214,Goldstein,3873,1,Landcox,Gardenvale Primary School (Senior Campus),66 Landcox St,,,BRIGHTON EAST,VIC,3187,-37.9026,145.015
