PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Avoca,7,156,4.5,Lyons,McIntyre,Northern Midlands,"26-30 St Pauls St, AVOCA 7213",Avoca Primary School,-41.782233,147.726685
Bagdad,39,763,5.1,Lyons,Prosser,Southern Midlands,"46 School Rd, BAGDAD 7030",Bagdad Primary School,-42.6249,147.223
Beaconsfield,77,1066,7.2,Bass,Rosevears,West Tamar,"121 Weld St, BEACONSFIELD 7270",Beaconsfield Senior Citizens' Hall,-41.2024,146.819
Beauty Point,37,594,6.2,Bass,Rosevears,West Tamar,"1 Wharf Rd, BEAUTY POINT 7270",Tamar Yacht Club,-41.157461,146.822319
Bicheno,74,597,12.4,Lyons,Prosser,Glamorgan-Spring Bay,"Sinclair St, BICHENO 7215",Bicheno Beachfront,-41.874363,148.299881
Bothwell,8,337,2.4,Lyons,Derwent,Central Highlands,"19 Alexander St, BOTHWELL 7030",Bothwell Council Chambers,-42.3819,147.006
Bracknell,27,429,6.3,Lyons,McIntyre,Meander Valley,"Louisa St, BRACKNELL 7302",Bracknell War Memorial Hall,-41.6512,146.943
Bridgewater,69,1874,3.7,Lyons,Derwent,Brighton,"25 Green Point Rd, BRIDGEWATER 7030",Brighton Civic Centre,-42.739164,147.243512
Brighton,66,2053,3.2,Lyons,Derwent,Brighton,"27 Downie St, BRIGHTON 7030",Brighton Primary School,-42.6991,147.258
Broadmarsh,12,212,5.7,Lyons,Prosser,Southern Midlands,"1218 Elderslie Rd, BROADMARSH 7030",Broadmarsh Hall,-42.6567,147.126
Campania,34,523,6.5,Lyons,Prosser,Southern Midlands,"45 Reeve St, CAMPANIA 7026",Campania Hall,-42.667109,147.421053
Campbell Town,15,675,2.2,Lyons,Prosser,Northern Midlands,"75 High St, CAMPBELL TOWN 7210",Campbell Town Town Hall,-41.926995,147.494438
Carrick,35,606,5.8,Lyons,McIntyre,Meander Valley,"29 Meander Valley Rd, CARRICK 7291",Carrick Public Hall,-41.530917,147.011259
Chudleigh,42,262,16.0,Lyons,McIntyre,Meander Valley,"54 Sorell St, CHUDLEIGH 7304",Chudleigh Memorial Hall,-41.557239,146.481292
Claude Road,39,335,11.6,Lyons,Montgomery,Kentish,"785 Claude Rd, CLAUDE ROAD 7306",Claude Road Fire Station,-41.4343,146.275
Colebrook,7,203,3.4,Lyons,Prosser,Southern Midlands,"Colebrook Rd, COLEBROOK 7027",Colebrook Fire Station,-42.531409,147.361399
Coles Bay,34,133,25.6,Lyons,Prosser,Glamorgan-Spring Bay,"60 Harold St, COLES BAY 7215",Coles Bay Community Hall,-42.1249,148.286
Copping,64,233,27.5,Lyons,Prosser,Sorell,"69 Allanby St, COPPING 7174",Copping Hall,-42.819982,147.802747
Cressy,20,638,3.1,Lyons,McIntyre,Northern Midlands,"67 Main St, CRESSY 7302",Cressy Community Hall,-41.685476,147.080745
Deloraine,201,1839,10.9,Lyons,McIntyre,Meander Valley,"East Barrack St, DELORAINE 7304",Deloraine High School Hall,-41.52917,146.66111
Dodges Ferry,324,1962,16.5,Lyons,Prosser,Sorell,"532 Old Forcett Rd, DODGES FERRY 7173",Dodges Ferry Community Recreation Centre,-42.8485,147.624
Dromedary,36,351,10.3,Lyons,Derwent,Brighton,"14 Millvale Rd, DROMEDARY 7030",Dromedary (Millvale) Community Hall,-42.7282,147.179
Dunalley,63,461,13.7,Lyons,Prosser,Sorell,"5 Franklin St, DUNALLEY 7177",Dunalley Community Hall,-42.887008,147.812638
Elizabeth Town,38,381,10.0,Lyons,McIntyre,Meander Valley,"5816 Bass Hwy, ELIZABETH TOWN 7304",Elizabeth Town Fire Station,-41.461865,146.563813
Epping,8,166,4.8,Lyons,McIntyre,Northern Midlands,"13515 Midland Hwy, EPPING FOREST 7211",Epping Forest Public Hall,-41.758076,147.349062
Evandale,97,976,9.9,Lyons,McIntyre,Northern Midlands,"5-11 Barclay St, EVANDALE 7212",Evandale Primary School,-41.5672,147.247
Exeter,127,1140,11.1,Bass,Rosevears,West Tamar,"28 Glen Ard Mohr Rd, EXETER 7275",Exeter High School Gymnasium,-41.2996,146.957
Fingal,12,263,4.6,Lyons,McIntyre,Break O'Day,"29 Talbot St, FINGAL 7214",Fingal Activity Centre (former Council Chambers),-41.638074,147.970144
Forcett,40,569,7.0,Lyons,Prosser,Sorell,"699 Arthur Hwy, FORCETT 7173",Forcett Public Hall,-42.806209,147.631863
Gagebrook,38,915,4.2,Lyons,Derwent,Brighton,"4 Tottenham Rd, GAGEBROOK 7030",Gagebrook Primary School,-42.7488,147.276
Glengarry,34,389,8.7,Bass,Rosevears,West Tamar,"Frankford Rd, GLENGARRY 7275",Glengarry Fire Station,-41.337856,146.872457
Glenora,11,306,3.6,Lyons,Derwent,Derwent Valley,"620 Gordon River Rd, GLENORA 7140",Glenora District High School,-42.6969,146.889
Granton,33,626,5.3,Lyons,Derwent,Derwent Valley,"1 Lyell Hwy, GRANTON 7030",Granton Memorial Hall,-42.7498,147.224
Gravelly Beach,95,492,19.3,Bass,Rosevears,West Tamar,"4 Tomah Pl, GRAVELLY BEACH 7276",Gravelly Beach Fire Station,-41.292486,146.969557
Hagley,17,274,6.2,Lyons,McIntyre,Meander Valley,"2508 Meander Valley Rd, HAGLEY 7292",Hagley Farm Primary School,-41.526508,146.903129
Kelso,21,215,9.8,Bass,Rosevears,West Tamar,"Foreshore Rd, KELSO 7270",Kelso Community Centre,-41.1037,146.794
Kempton,15,328,4.6,Lyons,Prosser,Southern Midlands,"85 Main St, KEMPTON 7030",Kempton Council Chambers,-42.531821,147.200647
Lachlan,54,417,12.9,Lyons,Derwent,Derwent Valley,"511 Lachlan Rd, LACHLAN 7140",Lachlan Community Hall,-42.8304,147.043
Legana (Lyons),87,866,10.0,Lyons,Rosevears,West Tamar,"43 Fulton St, LEGANA 7277",Legana Memorial Hall,-41.3632,147.047
Longford,108,2056,5.3,Lyons,McIntyre,Northern Midlands,"53 Wellington St, LONGFORD 7301",Longford War Memorial Hall,-41.59314,147.121997
Lower Barrington,54,576,9.4,Lyons,Montgomery,Kentish,"1027 Sheffield Rd, LOWER BARRINGTON 7306",Lower Barrington Public Hall,-41.291,146.291
Magra,18,538,3.3,Lyons,Derwent,Derwent Valley,"377 Back River Rd, MAGRA 7140",Magra CWA Building,-42.7559,147.054
Meander,40,244,16.4,Lyons,McIntyre,Meander Valley,"124 Main Rd, MEANDER 7304",Meander Hall,-41.65198,146.609993
Midway Point,99,1428,6.9,Lyons,Rumney,Sorell,"34 Raynors Rd, MIDWAY POINT 7171",Midway Point Community Hall,-42.7997,147.533
Miena,5,129,3.9,Lyons,Derwent,Central Highlands,"55-57 Cider Gum Rd, MIENA 7030",Miena Community Centre,-41.9937,146.708
Mole Creek,36,319,11.3,Lyons,McIntyre,Meander Valley,"4 Caveside Rd, MOLE CREEK 7304",Mole Creek Primary School,-41.557472,146.406501
Molesworth,40,296,13.5,Lyons,Derwent,Derwent Valley,"540 Molesworth Rd, MOLESWORTH 7140",Molesworth Primary School,-42.803676,147.156638
Moriarty,17,255,6.7,Braddon,Mersey,Latrobe,"1 Bonneys Lane, MORIARTY 7307",Moriarty Hall,-41.217206,146.481308
New Norfolk,129,1973,6.5,Lyons,Derwent,Derwent Valley,"8 Pioneer Ave, NEW NORFOLK 7140",New Norfolk Primary School,-42.7793,147.064
New Norfolk North,27,1109,2.4,Lyons,Derwent,Derwent Valley,"211 Back River Rd, NEW NORFOLK 7140",Fairview Primary School,-42.774251,147.04917
Nubeena,108,685,15.8,Lyons,Prosser,Tasman,"21 Clarke St, NUBEENA 7184",Tasman Civic Centre,-43.099706,147.744677
Oatlands,38,709,5.4,Lyons,Prosser,Southern Midlands,"68 High St, OATLANDS 7120",Midlands Memorial Community Centre,-42.299995,147.372094
Orford,33,482,6.8,Lyons,Prosser,Glamorgan-Spring Bay,"35 Charles st, ORFORD 7190",Orford Primary School,-42.563502,147.87386
Ouse,6,317,1.9,Lyons,Derwent,Central Highlands,"6947 Lyell Hwy, OUSE 7140",Ouse Online Centre,-42.485288,146.711018
Perth,72,1790,4.0,Lyons,McIntyre,Northern Midlands,"173 Fairtlough St, PERTH 7300",Perth Community Centre,-41.5725,147.173
Pontville,27,643,4.2,Lyons,Prosser,Brighton,"371 Brighton Rd, PONTVILLE 7030",Pontville Old Council Chambers,-42.683895,147.265554
Port Sorell,135,2234,6.0,Braddon,Mersey,Latrobe,"cnr Meredith St & Darling St, PORT SORELL 7307",Port Sorell Memorial Hall,-41.165409,146.555718
Primrose Sands,34,459,7.4,Lyons,Prosser,Sorell,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",Primrose Sands Community Hall,-42.892403,147.671829
Railton,51,677,7.5,Lyons,McIntyre,Kentish,"94 Foster St, RAILTON 7305",Sheffield School - Railton Campus,-41.3526,146.414
Ross,9,273,3.3,Lyons,Prosser,Northern Midlands,"12 Bridge St, ROSS 7209",Ross Town Hall,-42.031409,147.492498
Sassafras,9,224,4.0,Braddon,Mersey,Latrobe,"50 School Rd, SASSAFRAS 7307",Sassafras Primary School,-41.2871,146.503
Scamander,64,432,14.8,Lyons,McIntyre,Break O'Day,"1 Old Coach Rd, SCAMANDER 7215",Scamander Sports Complex,-41.454218,148.26009
Sheffield,72,1012,7.1,Lyons,Montgomery,Kentish,"12 Henry St, SHEFFIELD 7306",Sheffield School,-41.380689,146.330316
Sidmouth,68,450,15.1,Bass,Rosevears,West Tamar,"255 Batman Hwy, SIDMOUTH 7270",Sidmouth Community Centre,-41.2221,146.887
Sorell,142,2294,6.2,Lyons,Prosser,Sorell,"47 Cole St, SORELL 7172",Sorell Memorial Hall,-42.780612,147.560628
St Helens,121,1056,11.5,Lyons,McIntyre,Break O'Day,"39 Cecilia St, ST HELENS 7216",St Helens Memorial Hall,-41.322629,148.249351
St Marys,64,503,12.7,Lyons,McIntyre,Break O'Day,"23 Main St, ST MARYS 7215",St Marys Community Hall,-41.57969,148.18531
Swansea,62,714,8.7,Lyons,Prosser,Glamorgan-Spring Bay,"12 Franklin St, SWANSEA 7190",Swansea Town Hall,-42.1245,148.077
Taranna,60,385,15.6,Lyons,Prosser,Tasman,"Gourlay Rd, TARANNA 7180",Tasman Peninsula Community Centre,-43.037984,147.867522
Tea Tree,22,203,10.8,Lyons,Prosser,Brighton,"Briar Banks Rd, TEA TREE 7017",Tea Tree Community Hall,-42.689533,147.323592
Triabunna,34,630,5.4,Lyons,Prosser,Glamorgan-Spring Bay,"3 Vicary St, TRIABUNNA 7190",Triabunna Hall,-42.50822,147.910384
Tunnack,9,222,4.1,Lyons,Prosser,Southern Midlands,"2147 Tunnack Rd, TUNNACK 7120",Tunnack Public Hall,-42.456521,147.461779
Wesley Vale,19,215,8.8,Braddon,Mersey,Latrobe,"20 Westwind Dr, WESLEY VALE 7307",Andrews Creek Primary School,-41.188828,146.456401
Westbury,104,1185,8.8,Lyons,McIntyre,Meander Valley,"26 Lyall St, WESTBURY 7303",Westbury Town Hall,-41.528106,146.83102
Westerway,26,360,7.2,Lyons,Derwent,Derwent Valley,"1619 Gordon River Rd, WESTERWAY 7140",Westerway Primary School,-42.6775,146.787
Wilmot,39,236,16.5,Lyons,Montgomery,Kentish,"53 Main St, WILMOT 7310",Wilmot Memorial Hall,-41.3864,146.175
